input	zero_digits	digit_order	cube	period	operation	length	sha256	ngram	ioc
forward	2	reverse	ZOMBIES	11	decrypt	921	9a7eaf1056e2826a0f85319f45df02b14f1c2fe9efc158eada85e81d5b91aa60	-13.225863068404653	0.03672048340650522
forward	2	reverse	ZOMBIES	11	encrypt	921	f86f280fe36ec04d1a2c64c4e30bff21fd8b203f7f4c488698479a34a97729f4	-13.23692316957761	0.036701600339895196
forward	2	reverse	ZOMBIES	12	decrypt	921	eea7f3ef3eb16c183ed581e8d2db4553720118afcd34407b84babca7b54a423c	-13.239111002372855	0.036711041873200206
forward	2	reverse	ZOMBIES	12	encrypt	921	0ce6bc7c0e65425142020e39c44e8e7fc9eb3c18203e84b3b4a83a624c5daf36	-13.23692316957761	0.03709814473870557
forward	2	reverse	ZOMBIES	13	decrypt	921	7eaefed3cf5d0f3eb76b9ac713a3a2f2e80c2bae158d9346df4f42fb23968775	-13.22091835439259	0.03700608978898173
forward	2	reverse	ZOMBIES	13	encrypt	921	b1c22d780fba267b22260bca931f8593a657f31699b790d6cd5a5424e2bd2689	-13.24475942863904	0.03722796582164944
forward	2	reverse	ZOMBIES	14	decrypt	921	a9185b5ac8bfbbe9032188508232304d7de3f424d58b8be86429608e37df1ea3	-13.25068798823656	0.0368101779729028
forward	2	reverse	ZOMBIES	14	encrypt	921	30d5ae8fa5d37c5ab41e872065df05718d9749f576b646c79e3c91b2d90c6358	-13.234810008907921	0.03684322333947033
forward	2	reverse	ZOMBIES	15	decrypt	921	cf1fd0e7edb878504d3c52c444f94c404924798366aee6035880f13b128e22b4	-13.24214734228523	0.037022612472265494
forward	2	reverse	ZOMBIES	15	encrypt	921	00e94ff92714e610626bb1cec6b8d4ad06141fbfa7a5b485a34b0a597d0a0fc3	-13.24546381552894	0.03709814473870557
forward	2	reverse	ZOMBIES	16	decrypt	921	ebe8f48e0dee1456a4134ae281ed56c66e1426208458bdfd9f502b9c6f3d1efd	-13.23692316957761	0.03674880800642024
forward	2	reverse	ZOMBIES	16	encrypt	921	88391a1eb887cc6f14b49184a8e645119090f4c6adaed537fe2250403999256f	-13.24214734228523	0.03682906103951282
forward	2	reverse	ZOMBIES	17	decrypt	921	352dba2cf203c023a7a349b6911e0870f62aa3c342d1db9fc2852f77ba9ef567	-13.239111002372853	0.0367063211065477
forward	2	reverse	ZOMBIES	17	encrypt	921	2f211e57f7f8763fdfacf9cb4e86bd0b70b08c6483023b5eaf8756e944a26a85	-13.24546381552894	0.03710522588868432
forward	2	reverse	ZOMBIES	18	decrypt	921	162f74a01b1eb1e97f701b84447bd826c84d7ebd3f9a98f72781d79c7a145532	-13.231044856763539	0.03737666997120332
forward	2	reverse	ZOMBIES	18	encrypt	921	c8f44c4e0cf13aa63e151518cc0c3e7cb86d2607e292f108c2372397ae9b324a	-13.23692316957761	0.03709814473870557
forward	2	reverse	ZOMBIES	19	decrypt	921	b0dfd0dd16ed0b85f60883b583898bff0aeaf7053ec99588a3c1bcb18e52045b	-13.24475942863904	0.03745928338762215
forward	2	reverse	ZOMBIES	19	encrypt	921	073bd07b640597e9d01d5638ca1957a073ae4bc73b02aed8e222fbd6705e9f80	-13.234311083223798	0.036753528773072745
forward	2	reverse	ZOMBIES	20	decrypt	921	bc77b3c2207899254bd2026a39d9b3e8cb160abcbd43df961dadc1390d5d2a4f	-13.247371514992853	0.03672992493981023
forward	2	reverse	ZOMBIES	20	encrypt	921	9b629792cf8d7f8528d40a3641e32c6e577ff9a80c9fa482a1a1d0dc1fdd5695	-13.242147342285229	0.03737666997120332
forward	2	reverse	ZOMBIES	21	decrypt	921	8dceef062a2ca8afccc8fccb791c3836128e9e79da4181371b3c9c7fc2e71082	-13.24214734228523	0.03710050512203182
forward	2	reverse	ZOMBIES	21	encrypt	921	13af948f5c6060728fc22ddb43a49014ae25c26bf563dfed49dfb15f8a4f9b6c	-13.238406615482956	0.03709814473870557
forward	2	reverse	ZOMBIES	22	decrypt	921	bf50bf8163bb8e2cac5870fed13690588246755895f0b6e28108eaaf78f45589	-13.242728072860999	0.037565500637303496
forward	2	reverse	ZOMBIES	22	encrypt	921	67acc73552e313ad9d238c46875ee0937f455b4a3aad81d58660881959974cfc	-13.24546381552894	0.03719964122173441
forward	2	reverse	ZOMBIES	23	decrypt	921	8666d4f277cd86e8bea93175d00d124526ede2b5b5ae5a49d8150b53e900cdcf	-13.240239642821313	0.03737430958787707
forward	2	reverse	ZOMBIES	23	encrypt	921	eef2c63ad9565eb3c954978b817085c55f58533efb9a68e22fa8c78bf1bdac35	-13.24214734228523	0.03681253835622905
forward	2	reverse	ZOMBIES	24	decrypt	921	c05a848fe572c72bd625a080078441790be0fbde71d190d0affbfdd8f157a381	-13.23358227099179	0.03703677477222301
forward	2	reverse	ZOMBIES	24	encrypt	921	0783ea1c98da89662ef3b153508c679aa1be87fda0b27a4fd8b2843803fd4c21	-13.24214734228523	0.03709814473870557
forward	2	reverse	ZOMBIES	25	decrypt	921	64c49790bd882727ed19d89369efd650d143a060ed7c37d9ed0a7cdafabb7b04	-13.235794529129148	0.03761270830382854
forward	2	reverse	ZOMBIES	25	encrypt	921	1b1757141fcfb85b2d099796d69c31835a666ece26883a5150dc67330f8e8503	-13.24475942863904	0.03696124250578294
forward	2	reverse	ZOMBIES	26	decrypt	921	c2b8c5e2ae1338696b2ba14e6a238178ac3cbe0a8f068fe7072cfe800c5d1d8e	-13.23692316957761	0.03671340225652646
forward	2	reverse	ZOMBIES	26	encrypt	921	abbc9c2920c3f384e6195935d39b2d3043952e83cbecb5a925250ea20032bea7	-13.238830869041522	0.037190199688429404
forward	2	reverse	ZOMBIES	27	decrypt	921	5d6eda219d33de1904d4db27d14415bc406e5f58b4a1ca72cb2d0cb3887b3175	-13.242851729175126	0.036753528773072745
forward	2	reverse	ZOMBIES	27	encrypt	921	f5f80efb4f7d634984f7f7c900e5efa958d7de373acb9065055a7679e693e332	-13.242147342285229	0.03709814473870557
forward	2	reverse	ZOMBIES	28	decrypt	921	f69b9422c6f28b19cf02a44ccc5a451a7deb95cb70195207b982536f54e257b7	-13.246947261434288	0.03723032620497569
forward	2	reverse	ZOMBIES	28	encrypt	921	c0b5d59ccdf66fbb17f1ac05b36d4da5befa0d8ca6114b0c3cb2fbab2b63a8c0	-13.24214734228523	0.03684794410612283
forward	2	reverse	ZOMBIES	29	decrypt	921	85b348c08dbab0bdb581f693d20fe81e07e52e7a1b26e06d02ee5e8725181ad9	-13.245463815528936	0.03777085398668744
forward	2	reverse	ZOMBIES	29	encrypt	921	51fbf73764f08cdb928dfd8c2ca4380a75b867daa3b76e0a866753bb2108599b	-13.242851729175127	0.03654109427371005
forward	2	reverse	ZOMBIES	30	decrypt	921	8a7a3affc6cdcaeac3cce591c30103c50908b9a77d9a8687be162441c99fb026	-13.242851729175126	0.03703441438889676
forward	2	reverse	ZOMBIES	30	encrypt	921	39c10363fd72e55273898fe0b35be456272638bb9459dccdddb03cce47f46510	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	31	decrypt	921	f6b0b2679f630932ea7b626447cf27bc0b236c86cbf51bafcdf63a7154e89523	-13.25068798823656	0.036796015672945284
forward	2	reverse	ZOMBIES	31	encrypt	921	0ec710950e2e71ff18b3fee5b9221dd2419ae139725560b23a6f461ec2c5cd95	-13.24546381552894	0.0369777651890667
forward	2	reverse	ZOMBIES	32	decrypt	921	c12f83163d113fd4466769962a301dc17f323ee5ed9ccf3711fccb47cb064d02	-13.248075901882748	0.03699428787235047
forward	2	reverse	ZOMBIES	32	encrypt	921	af3839e42b05d1b6eb7a26603fcc342b3dcb7a0d942b29d87ecd1614187d932b	-13.24214734228523	0.036970684039087945
forward	2	reverse	ZOMBIES	33	decrypt	921	a9d77fb18b62b2ce26f0882de8c38fb8eda9c8ec694e4fd6cb33b79e0d73cf53	-13.235403760473618	0.036755889156399
forward	2	reverse	ZOMBIES	33	encrypt	921	95aad393e16c2f0184906162a9de013c52cdebab14d9fc91b05989510a3b11a5	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	34	decrypt	921	16a987802aaa0a2cff1e6cc38e3464edef663ede93fc2fcc490ae7a02b4646b7	-13.24214734228523	0.03724684888825945
forward	2	reverse	ZOMBIES	34	encrypt	921	b4ac32042682f55925217fde7022acc6f250449827fb99c4fbcc439b4db1bbe5	-13.244055041749146	0.03655761695699382
forward	2	reverse	ZOMBIES	35	decrypt	921	ddd9d9fbcd4ff8533b656b26505a07b6a697ecc3a6378d2374bd008357787076	-13.248075901882748	0.0369777651890667
forward	2	reverse	ZOMBIES	35	encrypt	921	d8b2bfc6102b7d231736efe74ef69c9d1b97a0e087c9623cf077d4ec2adf440b	-13.244055041749146	0.036675636123306425
forward	2	reverse	ZOMBIES	36	decrypt	921	2ec39298ebabf3863b11913d7a6b7e04aa7a4289081ffb0119675262574ac801	-13.236218782687713	0.03703677477222301
forward	2	reverse	ZOMBIES	36	encrypt	921	73284b5fcde0a3914d91ef577c07417cc530b743b7b970288f5df0e2278b08e7	-13.236218782687711	0.03709814473870557
forward	2	reverse	ZOMBIES	37	decrypt	921	c8e76f1749e2a9bee9962faa0169a8af2a054ddd16b1499fc3cda49bda743801	-13.233182442775336	0.03728225463815324
forward	2	reverse	ZOMBIES	37	encrypt	921	baff5c4e9b390c5595248897aff2f6195267b70aeb010542cdaa11c85dddb433	-13.24214734228523	0.03651513005712128
forward	2	reverse	ZOMBIES	38	decrypt	921	bf4d98d7eb87bd5cb2f5fb8dcccafa8d5eb22b6be69aa37c1a21c63dfb42a33f	-13.242147342285229	0.036475003540574986
forward	2	reverse	ZOMBIES	38	encrypt	921	57cb0d2cb4225562ca2f33645412b3a6877410ec1efd628f1c5f809fdd127d56	-13.245463815528936	0.03660482462351886
forward	2	reverse	ZOMBIES	39	decrypt	921	9d05d794ed5975347bf413cb70075f5f8ecfbca93a43e228e1eaba8cf209d3a3	-13.240239642821313	0.037058018222159275
forward	2	reverse	ZOMBIES	39	encrypt	921	bb37c6266b093341bc8fea6b8cdee6cfb4fea2e096768488f0c985c90244a8ca	-13.236218782687711	0.03709814473870557
forward	2	reverse	ZOMBIES	40	decrypt	921	ccf88c59116f3c271ca27a2bceee68b419ab722381d9e0ad2fc2570a01399e1c	-13.240714143163327	0.03714299202190436
forward	2	reverse	ZOMBIES	40	encrypt	921	a3f96f521c19dfe2d568a567d435da73af06d08c10f752c6fc8e7c7d4afb16ee	-13.24214734228523	0.03679129490629278
forward	2	reverse	ZOMBIES	41	decrypt	921	18d9dd1bfdf31a7fe63f5dd6891e1b1d6a593110c2edca54d53b79414c6da44c	-13.242147342285229	0.03696124250578294
forward	2	reverse	ZOMBIES	41	encrypt	921	5594800ee6919ac6354c4706bef6f07e8f42815c54e942acc1427fed30bc8827	-13.241442955395334	0.036869187556059106
forward	2	reverse	ZOMBIES	42	decrypt	921	2a722d6256a2527d14ff04e0ea69efef455e1534eb3db9f2695009f252e7be3c	-13.248075901882748	0.037225605438323185
forward	2	reverse	ZOMBIES	42	encrypt	921	b762c65e57a8c551018aa146ba8c877d22fcc8643da33d77ef856cfb169ee28c	-13.2336066963339	0.03709814473870557
forward	2	reverse	ZOMBIES	43	decrypt	921	110fa5d900660fda49def9adb204d597184918c63701be80fd43be0317d78d05	-13.242851729175126	0.036850304489449086
forward	2	reverse	ZOMBIES	43	encrypt	921	a43d616858fbc8e8a1b39cd700ff997fae6954c9b7741a92a2fa8e5f55d8f29d	-13.233606696333899	0.03703677477222301
forward	2	reverse	ZOMBIES	44	decrypt	921	25b5c9d6742da24ddb85f38f0f5214d5cb67dc74d02da17309a02393e0023859	-13.246947261434288	0.037626870603786056
forward	2	reverse	ZOMBIES	44	encrypt	921	247d0d16d5c07757d20984e158672edf0cdcde1fa5807a1058f1bddf25477d1b	-13.239535255931418	0.03678657413964028
forward	2	reverse	ZOMBIES	45	decrypt	921	971a8fed819c8ef4e982fdd1affd953eac497667dd318034bd3aaea31ae26677	-13.230265797748086	0.03712410895529434
forward	2	reverse	ZOMBIES	45	encrypt	921	ec80300ad48edb8ddf0801ff81870f0e965bcf63dc23db2a96e3870b37defb1d	-13.238830869041523	0.03709814473870557
forward	2	reverse	ZOMBIES	46	decrypt	921	aa001ef7ca88541b8d031b83f5ef061d6f53fa2c9fdfde1fac7ed007e8bf3050	-13.241723088726667	0.037409715337770856
forward	2	reverse	ZOMBIES	46	encrypt	921	b1be1c391705c6957e6a21019d2d606be74c3a0ec581b6dd52404ac4c9b3418d	-13.24214734228523	0.03702025208893924
forward	2	reverse	ZOMBIES	47	decrypt	921	8f08665e462851071d6c337ca701f00799ce7bb5abb1e927942f861678f83a14	-13.236923169577608	0.03682906103951282
forward	2	reverse	ZOMBIES	47	encrypt	921	3f04e7b54dff1feb9b8fc92302eb8684f5a9cabf54e9ae010c08ac0f2bccc4aa	-13.24214734228523	0.03725629042156446
forward	2	reverse	ZOMBIES	48	decrypt	921	18aae91323d232a0ee173206de7d506721a5277652436ae940895b53578d11a7	-13.248075901882748	0.03695652173913044
forward	2	reverse	ZOMBIES	48	encrypt	921	6e021b24e2250929395ef7fbebef380bfd23e8b326fea809dc46be811a510fc0	-13.24214734228523	0.03709814473870557
forward	2	reverse	ZOMBIES	49	decrypt	921	3c554f064ceea5ed972142e0055eaa8276f58ba1b4b84300321b8c9c7588a44c	-13.248075901882748	0.036762970306377755
forward	2	reverse	ZOMBIES	49	encrypt	921	4bd66082fa418b86b32307fae9a0652c9cb661ae76b8f0368205c30727063327	-13.232902309444006	0.03678657413964028
forward	2	reverse	ZOMBIES	50	decrypt	921	b166bd9181438b1a600255b930a7b6acdddcf1347962f23e83faab8c822c4c4f	-13.235514395797816	0.03736958882122457
forward	2	reverse	ZOMBIES	50	encrypt	921	08837b5e8768be9c001cf3da7860cf1124be7374ef08348bce6557cea19a0a4f	-13.238126482151628	0.03715715432186187
forward	2	reverse	ZOMBIES	51	decrypt	921	4254c6dd89b37f0e29371865c96e81a708e11361cb44260854d483ae3ce1d508	-13.241180781070634	0.036649671906717654
forward	2	reverse	ZOMBIES	51	encrypt	921	8a99adcb3d7ccbbc263141a1d809ff5db8f4896db324f7f399efb117cac4a4ec	-13.24475942863904	0.03709814473870557
forward	2	reverse	ZOMBIES	52	decrypt	921	ef50387131be56128661627f0deb7a02f1fba07d30aae575dd285c026aaced61	-13.24214734228523	0.037171316621819384
forward	2	reverse	ZOMBIES	52	encrypt	921	a081045fc3dea45489e29bfe411d571e930155c9d4d38a4cb5847a1e9ea356fd	-13.242147342285229	0.03712174857196809
forward	2	reverse	ZOMBIES	53	decrypt	921	a81aaa8e2b224b961f035a49abf665593d10fe43ea548962a865b68463c6a1d9	-13.241723088726665	0.037086342822074306
forward	2	reverse	ZOMBIES	53	encrypt	921	aebcf9efb979a37bf8c31e8fa1dbc4b6b81c0716778e6a36c9e274be6f1447fe	-13.229585836200297	0.03682670065618657
forward	2	reverse	ZOMBIES	54	decrypt	921	6b278eaf17f228b39be3d91173c7d58815babc8329f2aef4e0190a184d7575f4	-13.248075901882748	0.036928197139215406
forward	2	reverse	ZOMBIES	54	encrypt	921	006ef7cb0403165a45644968ff36c8d8ba9377db2cfc1e76e8fe537f51d4dbdd	-13.231575340555858	0.03709814473870557
forward	2	reverse	ZOMBIES	55	decrypt	921	8f79a747666f96fbffdf2e5335cdaaa52684a23ce4c12bf0cce5607ee4e96c52	-13.238406615482962	0.03739319265448709
forward	2	reverse	ZOMBIES	55	encrypt	921	93e2b43e9719d68b02c3e8e17e573ea273691df410caff9dd9332db8006a0546	-13.24475942863904	0.03785582778643252
forward	2	reverse	ZOMBIES	56	decrypt	921	f4cb6cc9660c5764a12390dd3084b448da534ad810ed0fb9dec4ba3490379ad5	-13.242851729175129	0.03701789170561299
forward	2	reverse	ZOMBIES	56	encrypt	921	73a8ca03b9506550fcce36fc49ce1f77f95ba247cdc09a80ca2c1ee1daf3eca1	-13.241442955395335	0.03738847188783458
forward	2	reverse	ZOMBIES	57	decrypt	921	d6168ad730b09558cb97fd3c6da9d327c3d0e5460cd9504273814e98fa0301bd	-13.248075901882748	0.037008450172307986
forward	2	reverse	ZOMBIES	57	encrypt	921	a8a62293b93ca2f30bd7f7710ae9c934acec5f1eaa77f505af64451c8f0c0852	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	58	decrypt	921	a6a3e3874ecda19941675c9c11a3f1afecb530ef72645f888a26a984d844b561	-13.248075901882748	0.036753528773072745
forward	2	reverse	ZOMBIES	58	encrypt	921	53f3a527b47bee5a8ee0975d1f025c723607b4850e0000545579f980bf383e07	-13.248075901882748	0.037109946655336824
forward	2	reverse	ZOMBIES	59	decrypt	921	e67b5aa8204410dd34117e2606212d6ecc4cc001e9ad659ac24b7fa60f249061	-13.236218782687711	0.03646084124061748
forward	2	reverse	ZOMBIES	59	encrypt	921	ddbc2149259c159d657762926841ca891a358696b9a84ca83ee4f76d5956ee93	-13.244759428639043	0.037294056554784495
forward	2	reverse	ZOMBIES	60	decrypt	921	162d495c8f84c5e8e02b919ce0de9816147585c7fe067453b434640f1feaf717	-13.248075901882748	0.03677005145635651
forward	2	reverse	ZOMBIES	60	encrypt	921	45c4af5ab1f22d5be66aee954cf4ea44790c17688c4b38d1393dc726ce7cd2a8	-13.242147342285229	0.03709814473870557
forward	2	reverse	ZOMBIES	61	decrypt	921	53849a993e0edfe43977906db52aa7696062b42956a59a10f2619a700ec2ff18	-13.240239642821317	0.037022612472265494
forward	2	reverse	ZOMBIES	61	encrypt	921	39cc8b8d3e6ef20801e905b8d400d77383c74c1483f279b646d7920b2403bd0d	-13.248075901882748	0.036970684039087945
forward	2	reverse	ZOMBIES	62	decrypt	921	308005766fc1885018bab8ef8b05e944ed60499fb3f74b0361b78e4feeabd109	-13.242147342285229	0.037067459755464285
forward	2	reverse	ZOMBIES	62	encrypt	921	0f7499af82b8cb930e29c669d752a987282b7aab91e2e42e6798a83a18ba4f2a	-13.244759428639043	0.037530094887409715
forward	2	reverse	ZOMBIES	63	decrypt	921	afb9f6d5cc37e5e999f6370b491b21e7a854824923505cc28e391ac7204a9093	-13.232149071869891	0.03721380352169192
forward	2	reverse	ZOMBIES	63	encrypt	921	4712e75a3c1ad75d3e0080874657263fb5d4e801e1fe31b7207dde54e59875fc	-13.233819022351213	0.03709814473870557
forward	2	reverse	ZOMBIES	64	decrypt	921	de29fafc604b212fdec5ee06a8a68d36b233d6e2fc550f738c0e3fdf7b58c240	-13.238373653070362	0.03715243355520936
forward	2	reverse	ZOMBIES	64	encrypt	921	c5f1b7704791417fbc8813109aa41d7056da59050538aa12c16c9f5a47a56c7f	-13.24475942863904	0.036814898739555305
forward	2	reverse	ZOMBIES	65	decrypt	921	da538a3fe18156c0d322d9bbf5bc473807039b02076fe1c34e11bbd76f9d2be4	-13.24475942863904	0.03711230703866308
forward	2	reverse	ZOMBIES	65	encrypt	921	cc73383d4f4125420ab70ea6bb5126d003710af6e16a787712cbea80b3087b34	-13.241442955395334	0.037548977954019735
forward	2	reverse	ZOMBIES	66	decrypt	921	e817ab85955940e1f67fe21682977d3c4c413b83544bf7d1ef67084284b5d2b3	-13.245463815528936	0.03698248595571921
forward	2	reverse	ZOMBIES	66	encrypt	921	78ebfb198ae4638d091e833c30de529669b6a88453f08b89694cd14d2f2ba6f8	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	67	decrypt	921	d6adcab65c6e9d291e3676253b216cc7b66d6586600fd7a08822d5f0fad5b751	-13.239535255931417	0.036656753056696405
forward	2	reverse	ZOMBIES	67	encrypt	921	f9cc507a801d5ce84032f3ad2dee54af09d2d1e277085413253596f46f7606c4	-13.235514395797814	0.037239767738280694
forward	2	reverse	ZOMBIES	68	decrypt	921	0ee495057fffc5a893155378956883c3db7cbddceda05c98559420930e5bde2d	-13.24475942863904	0.03707218052211679
forward	2	reverse	ZOMBIES	68	encrypt	921	94571400583e1350a67a8fa0a6303adc356b07c6ae22d17e9dd50e881aa9288c	-13.241442955395334	0.03744984185431714
forward	2	reverse	ZOMBIES	69	decrypt	921	0986dffcf87d9c05a58cffcb4ad49ccf1f3abe1ec4bda6772868a2268fd27d8c	-13.240239642821315	0.03837747250153425
forward	2	reverse	ZOMBIES	69	encrypt	921	d9938dc6c1e17ab735f4984028443f74b85d300039b0602788ac0b5427f4f391	-13.242147342285229	0.03709814473870557
forward	2	reverse	ZOMBIES	70	decrypt	921	e8ca45590bfeb09bc4cdf283104ed38527d5f412a94596384069d088e31c65f4	-13.24475942863904	0.0366520322900439
forward	2	reverse	ZOMBIES	70	encrypt	921	7703f04bbbc58b299416522237b37dd386d37e3e90bff295784e73ed31b9c4dc	-13.24214734228523	0.03688807062266912
forward	2	reverse	ZOMBIES	71	decrypt	921	475eeb8f38dae3011c106467bb037294ef38ab4fa11512dc28a37d00d3b12c42	-13.248075901882748	0.037539536420714725
forward	2	reverse	ZOMBIES	71	encrypt	921	555b764473aafb4e4f8de5da4f18bd1c7478110d69bb98a7657696d386177bc8	-13.244055041749146	0.037197280838408155
forward	2	reverse	ZOMBIES	72	decrypt	921	81f68e60d3c408b8516b6e1284476c8af0f1b99ac0fa9d88491bdbc514008f78	-13.239535255931418	0.03704385592220177
forward	2	reverse	ZOMBIES	72	encrypt	921	752498b40a246e5590dd32eff59521511148d20b1e57513d5a1bcbcab5b71c43	-13.242147342285229	0.03709814473870557
forward	2	reverse	ZOMBIES	73	decrypt	921	acd44aed909dd37519c27c9648aed8653f7c7dac1310f5b7a5f61d9b93126004	-13.234311083223798	0.03696124250578294
forward	2	reverse	ZOMBIES	73	encrypt	921	0e62a5f64075d46e7c283a3d120c9820ca04b30f9c4cdec946afcee46a8b6f9e	-13.248075901882748	0.03700608978898173
forward	2	reverse	ZOMBIES	74	decrypt	921	9cf913e25d1cf0814547a902bf7be316c837c4ce6981a80744b5b02c69e57a99	-13.238830869041523	0.037192560071755656
forward	2	reverse	ZOMBIES	74	encrypt	921	bdc282e5c37407552d7cdfe0ef4eb212e2e10c7e9bf51ca7eb47245ebf4fbca1	-13.24475942863904	0.03676533068970401
forward	2	reverse	ZOMBIES	75	decrypt	921	f515a3e5fae4419a044e64bbd1e6278144db2a6de68ae05ea63e052bf11d3e8e	-13.22705555473813	0.037468724920927156
forward	2	reverse	ZOMBIES	75	encrypt	921	2e3f1cb5d1b7c9c0649fb7eb51b5aaf00f0c19f85e87b50de30b2fc6fc32e8a8	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	76	decrypt	921	716bbdce108655adc8bf4c3ff512b1b456a13cacf67e0945df42042c2195e76e	-13.241723088726667	0.03672520417315772
forward	2	reverse	ZOMBIES	76	encrypt	921	529dd5616439d59d5cc566681f147da8a1105043e2a9bde6f5376eea30535270	-13.24214734228523	0.037192560071755656
forward	2	reverse	ZOMBIES	77	decrypt	921	83a2e8e8139893601241f64795da7b2ef16aa8b136f7cffdf795cbdd5249cccb	-13.240239642821315	0.037109946655336824
forward	2	reverse	ZOMBIES	77	encrypt	921	2a95ba9ca0069e64f26d06d0b2fbe9fbecde2901a8b6c377983f5807dfdb3cc5	-13.25068798823656	0.03716659585516688
forward	2	reverse	ZOMBIES	78	decrypt	921	5ad2f69555028d8b5ff2291b32cece89bd69eaeec77778d1f5a6758058178257	-13.25068798823656	0.03685266487277534
forward	2	reverse	ZOMBIES	78	encrypt	921	48b118a34c8396512a79d86e6294b756e5e7e1829276a9c4e5f78f7ba0eb053e	-13.242147342285229	0.03709814473870557
forward	2	reverse	ZOMBIES	79	decrypt	921	abbd8b14edc81a39e9e016df720179f1043f2c4efa777a1bbccdaa03d8e67446	-13.25068798823656	0.03730585847141576
forward	2	reverse	ZOMBIES	79	encrypt	921	bfa9f8de55bb21b57d214e60dc64f242151e7d01e71941bdf93b9e0e37939713	-13.241442955395334	0.03685738563942784
forward	2	reverse	ZOMBIES	80	decrypt	921	3857920715e7784a4a92bb1d9ea85ebb7f8b91c12bd3d1805364b4b0254d00bf	-13.230290223090194	0.03732002077137327
forward	2	reverse	ZOMBIES	80	encrypt	921	849af2996294da5d554cc044aa660a52c817ba2850b16567fee827a82885e2c4	-13.248075901882748	0.03725629042156446
forward	2	reverse	ZOMBIES	81	decrypt	921	e6a9baf6d50241461c506a2b705445ed03e69d951354060a2a94cfd36327f564	-13.235057179826656	0.036850304489449086
forward	2	reverse	ZOMBIES	81	encrypt	921	72213bbd40366725fe068eb2c6a2e532f74afb52711dbe8bc5c8c459e3355092	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	82	decrypt	921	b31ab6ab92aa48eb06999b411f3313872b00fd5257ae6f92edad6a87a44b33c4	-13.232640135119302	0.0369187556059104
forward	2	reverse	ZOMBIES	82	encrypt	921	0c7d02a93fc8d4193882fe94ebf10e1fd4c8c114bca73e8ff31b4fce59b580ff	-13.24214734228523	0.036737006089788984
forward	2	reverse	ZOMBIES	83	decrypt	921	cca2b514462571d6c1bea57cf481f6d278fe426b97c43da7a502c2b1bdde6949	-13.226999571287825	0.03700608978898173
forward	2	reverse	ZOMBIES	83	encrypt	921	4ebeda7ea661ee0c0b05ab61f636a5c8066a2e716fe6774a0d19549067dc78d5	-13.25068798823656	0.037409715337770856
forward	2	reverse	ZOMBIES	84	decrypt	921	a29e3801132c5161bf2bd83fbccc2b3050296ee06d77facecab2af55a70672b6	-13.248075901882748	0.036876268706037864
forward	2	reverse	ZOMBIES	84	encrypt	921	9499291302ff8a30afc0b1a62454d0a218489c15ab9537619d4314ec1ff09dad	-13.239535255931418	0.03709814473870557
forward	2	reverse	ZOMBIES	85	decrypt	921	ef4c349b670f8bc8b103058ffff9db7cedf8acfed97a97a9c29113b8d0b8a7bb	-13.24546381552894	0.03714063163857811
forward	2	reverse	ZOMBIES	85	encrypt	921	ee682818c12f9d80a95a3459e1a2f8d20fb64d15d4aa514d341181cc44824425	-13.245463815528936	0.03704857668885427
forward	2	reverse	ZOMBIES	86	decrypt	921	26c1f7536787ca2699b39032e5aba03ff0a77720dbac9ae84f24901150d0d548	-13.238806443699415	0.03652457159042628
forward	2	reverse	ZOMBIES	86	encrypt	921	bbf313408fdc29578b0dbb833ae1b18b99c2952ba6ac0e1748264a92d64ca812	-13.245463815528936	0.03754189680404098
forward	2	reverse	ZOMBIES	87	decrypt	921	01f7dd307879fefe3c4ba450d27694e745f235a5a3e9d460e94bdba24282eee4	-13.244759428639043	0.03709106358872681
forward	2	reverse	ZOMBIES	87	encrypt	921	77238eec81f612bc6b52408197d4b970f8ac235f8000ffb7fa4d79e2774325eb	-13.242147342285229	0.03709814473870557
forward	2	reverse	ZOMBIES	88	decrypt	921	13a261dd5bd9ae6778512013d70245f488c175111d9839af38ba96a8c5764bff	-13.239535255931418	0.036640230373412644
forward	2	reverse	ZOMBIES	88	encrypt	921	593b1356f1e1e7c3a3b9d0c79ab7a0c7c418be29333a32438ba8a4dbdbc0e563	-13.242851729175127	0.03702025208893924
forward	2	reverse	ZOMBIES	89	decrypt	921	153387ebfda455f128c58ab22cba5d7ef1ad482f6f7b6d88c4f5feb4c8ca1600	-13.24475942863904	0.036921115989236655
forward	2	reverse	ZOMBIES	89	encrypt	921	eb40c17540f58c8d0b33cfcef61afaf1ee4c7a3013a4f6fcd13a239b27d6a5a3	-13.242851729175127	0.03733890383798329
forward	2	reverse	ZOMBIES	90	decrypt	921	1d5632b8808d23866868f59c577a473da72f396889a5ea05f1e241ca93c3abcf	-13.239535255931422	0.03743095878770712
forward	2	reverse	ZOMBIES	90	encrypt	921	631c2b0f46d84aa13373618e3731cb8ee9025129dda9b5a97acd993882edc8cd	-13.242147342285229	0.03709814473870557
