input	zero_digits	digit_order	cube	period	operation	length	sha256	ngram	ioc
reverse	2	forward	ZOMBIES	69	decrypt	921	17bd662aa94287e11a3b78fcbfcc0a764730d1c2aa95b29a53935165b4be848d	-13.236923169577608	0.03712174857196809
reverse	2	forward	ZOMBIES	69	encrypt	921	fb130a9331071adc7407b8d6e29d58b23b32d653ef60bd377450fc5f63973b34	-13.248075901882748	0.03703913515554926
reverse	2	forward	ZOMBIES	70	decrypt	921	616e8587617cbf49c361c8768ca47c4a160383ff2c093f37b6b86b9ba120edab	-13.242765229417389	0.037119388188641834
reverse	2	forward	ZOMBIES	70	encrypt	921	18f02f7dadaf6864258c5408fcda17fc3130ecf22fc6127b60b10a73a5671ad3	-13.231716281240839	0.03710758627201057
reverse	2	forward	ZOMBIES	71	decrypt	921	d5ac776291d17277519158fd3d0c090328b1e68104c94c23bac05a663f224ed9	-13.235794529129148	0.037086342822074306
reverse	2	forward	ZOMBIES	71	encrypt	921	0c6e154984f4ebf64c5f9c90424e1b51f5eee3760e06471176564ed1b6bc1d7a	-13.242851729175127	0.037076901288769296
reverse	2	forward	ZOMBIES	72	decrypt	921	bd478fd7188ad7318ffaf0cd07f7200e9c22a2d81421ed95cb6079f287cc6233	-13.237627556467505	0.03704857668885427
reverse	2	forward	ZOMBIES	72	encrypt	921	37e759e05c859dca42192a7a48449c1e7dca68e2fc19d0d40c5c6d65448a4f0d	-13.242851729175127	0.03703913515554926
reverse	2	forward	ZOMBIES	73	decrypt	921	905d9ed6aa1eaff9a8a6d168cdfbc8dfb5bde82476aa1d2756fc154508ff627a	-13.235514395797816	0.03703913515554926
reverse	2	forward	ZOMBIES	73	encrypt	921	be0ce31647a898e51d64d2d13467a59b19972af695c247d0bb0c9b7b728e2933	-13.241418530053226	0.03726337157154322
reverse	2	forward	ZOMBIES	74	decrypt	921	e1110d0390f68fe4880ac350cd96978af675321b5169998876a9ba06e902b2a2	-13.22885702396829	0.037050937072180525
reverse	2	forward	ZOMBIES	74	encrypt	921	18921082dfafe7a27585f4428f69c8e3d059d6245344752faf6f957a7ba5babf	-13.24546381552894	0.037067459755464285
reverse	2	forward	ZOMBIES	75	decrypt	921	f9f7f274b702136413fa997c7f71537c5086901504d8b6ad5d61f423a7eca716	-13.245557781045587	0.03689987253930038
reverse	2	forward	ZOMBIES	75	encrypt	921	e34653031abe89e7866919eda07fa5611e2d3b0aaf8e033bb429a9106a07d0b5	-13.240676833878968	0.03703913515554926
reverse	2	forward	ZOMBIES	76	decrypt	921	620d5e1ed03abbe44c783ec47d9201aca4d14a59a08d755d69fc12f44cb951e1	-13.248075901882748	0.03699428787235047
reverse	2	forward	ZOMBIES	76	encrypt	921	99cc88029d9afc1dc6ece509cec83daaafbe3d749dffc500aa1bb58965b2f9f8	-13.242851729175127	0.03690931407260539
reverse	2	forward	ZOMBIES	77	decrypt	921	949dd75f82e361d520b2d85d3453ecf6be121eab6459da5429a0926e2234cf40	-13.246642702760848	0.03677713260633527
reverse	2	forward	ZOMBIES	77	encrypt	921	c42de381fec7a62142d00b357cdedfa4867bfccbecea74c35684fd15ded718d5	-13.24546381552894	0.036999008639002975
reverse	2	forward	ZOMBIES	78	decrypt	921	0c1c951278ec255b91a8b80e8610ffdc1f24c5588eed06a7784d312b8f0cd66f	-13.240820373397085	0.03738847188783458
reverse	2	forward	ZOMBIES	78	encrypt	921	b512017b6953f30f1c7ae996f5b13a8bfff1ddb774c35268838f2ca986bb6b31	-13.24546381552894	0.03703913515554926
reverse	2	forward	ZOMBIES	79	decrypt	921	f74a70c31aa6941fe34facc8273759a62fe9b9b821aa2aa0b7d6a00647c35017	-13.235514395797816	0.037095784355379316
reverse	2	forward	ZOMBIES	79	encrypt	921	cf991274c573b9a0b7484597c029245f5330422b7462145ecb0790a03ed250b9	-13.24546381552894	0.036928197139215406
reverse	2	forward	ZOMBIES	80	decrypt	921	2319ba19e9923c2e04b6eb88e03e0cc31c384ae27e169471a059d9ddffee0c9e	-13.241442955395334	0.03690931407260539
reverse	2	forward	ZOMBIES	80	encrypt	921	a85d1f69b06a07d42e936490d9e949e16b8faba0d31b858538ccd325e581786b	-13.248075901882748	0.03693291790586791
reverse	2	forward	ZOMBIES	81	decrypt	921	d8c9ef0900079e7d20d6b3a9a93db6123aa809920d16d3850db4e82d18308b2c	-13.240820373397083	0.03680073643959779
reverse	2	forward	ZOMBIES	81	encrypt	921	c1e7d668ffa4d70fc5305c3ceaee646154df9f3fdb33dfa885b14ea6ea64282d	-13.24546381552894	0.03703913515554926
reverse	2	forward	ZOMBIES	82	decrypt	921	d985af943f5bd4ce78b88dd487b2be04e3c9db804b9f7785135eeb26f5b5133b	-13.229865969531629	0.03728933578813199
reverse	2	forward	ZOMBIES	82	encrypt	921	826f7558833edf73825d912150d02680a56120a478e403e826d7145b75851d12	-13.242851729175127	0.03684558372279658
reverse	2	forward	ZOMBIES	83	decrypt	921	683af957d9adb711d8caeb2e081e8134bb2d118f8965fbffd0475d2a6771ef12	-13.240676833878965	0.03715007317188311
reverse	2	forward	ZOMBIES	83	encrypt	921	ff232a67feb4ae4616dec6d6a6275e395ede798acc7d00df2723402801bd7e8a	-13.25068798823656	0.03683614218949157
reverse	2	forward	ZOMBIES	84	decrypt	921	65c99474e3ecf495c5e22fc684b154da71be03e66da856bd954a78c62e60021a	-13.248075901882748	0.03674880800642024
reverse	2	forward	ZOMBIES	84	encrypt	921	1c2ccc10cd6ccc8db3c7e755c8b461c72f60257179452931c00705c608eab491	-13.24546381552894	0.03703913515554926
reverse	2	forward	ZOMBIES	85	decrypt	921	dfe340a35794690745435785d8d16b5855e1c999ccacbed41b145bb2fb42762a	-13.234311083223798	0.03752773450408346
reverse	2	forward	ZOMBIES	85	encrypt	921	1b68fe48b54a62926e5f8f67622ac568175005cdccc3e2d91f70deb9d4000c73	-13.242851729175127	0.03689515177264788
reverse	2	forward	ZOMBIES	86	decrypt	921	e3cf0f5d848643307c5ab806bc4d8c4703f7eb3b40bfa8f5d20115b9f2abefca	-13.248075901882748	0.036630788840107634
reverse	2	forward	ZOMBIES	86	encrypt	921	67bc9cee6237d10b4a93e3bad636c545f0f438ee5f0d47aaa685d47fdf91d9be	-13.246642702760848	0.03676533068970401
reverse	2	forward	ZOMBIES	87	decrypt	921	afb31b5df73f4b4340bffcb5132ff32a75dac6df662cd5ecba3f93d40104d135	-13.24475942863904	0.0369234763725629
reverse	2	forward	ZOMBIES	87	encrypt	921	0b1167eb9ef26f73a70ccdffcde773419c36a09955b2e084f018c321e8fef8f2	-13.24546381552894	0.03703913515554926
reverse	2	forward	ZOMBIES	88	decrypt	921	20f8e86afa8f6bac841318de89481a39e08bfc3911dbe52d06236e5508783786	-13.244335175080476	0.03681961950620781
reverse	2	forward	ZOMBIES	88	encrypt	921	892ae5fe3b4cd8fe09cfb7580157a8f3e026bfa8233856c001975d9316edb4f9	-13.242851729175127	0.03674172685644149
reverse	2	forward	ZOMBIES	89	decrypt	921	246f8e22fa9c2a2eed0cf753da3b9ba5e316d6841901b4de825a0dcf3b0ab8af	-13.23388682966523	0.03683850257281782
reverse	2	forward	ZOMBIES	89	encrypt	921	1b94afd15c736c96da8bc2727308c8c9f1b3010411b6aa73e6c4a278e009853e	-13.246642702760848	0.03706273898881178
reverse	2	forward	ZOMBIES	90	decrypt	921	43d58c683f62affdb288b8b9def3ea5e7340c9a77312bc9d1f54d2dfaa309415	-13.239890061388309	0.03695888212245669
reverse	2	forward	ZOMBIES	90	encrypt	921	51a4745a5616b23dd827e9d9e17cb203ee332708ef121f7c91909581b1f98b15	-13.240676833878968	0.03703913515554926
reverse	2	forward	ZOMBIES	91	decrypt	921	6daafa47b02bd55483dffd1c295230382869d30bfafb92eb919779d9c884f19c	-13.245463815528936	0.03700608978898173
reverse	2	forward	ZOMBIES	91	encrypt	921	697c485348a5100a5ae84e30a7043f4e812805c1f60c4fded1b421b5e86f5bd0	-13.242851729175127	0.036850304489449086
reverse	2	forward	ZOMBIES	92	decrypt	921	f24539f34816322432b02746b94fd00b16564b68164e0f4f005a0e347e859ac7	-13.25068798823656	0.037032054005570504
reverse	2	forward	ZOMBIES	92	encrypt	921	8d2fcd2fcfc8752926815b244f650bc5fa35671fff9f06d29e212320d1f9204f	-13.246642702760848	0.03711702780531558
reverse	2	forward	ZOMBIES	93	decrypt	921	e7fad947613949f1b78fb87ae719b0cf95eef5058be909685baa2240d6220882	-13.237448801568727	0.03677949298966152
reverse	2	forward	ZOMBIES	93	encrypt	921	faa58f704b49485bacc77ed2183c518d3f96561604301a5d4c21e88f947883a3	-13.248075901882748	0.03703913515554926
reverse	2	forward	ZOMBIES	94	decrypt	921	9ec5787a4cf9c775bb2475886d81a2ff56f1e258960c1515527b61fff8099ca0	-13.236923169577608	0.03787471085304253
reverse	2	forward	ZOMBIES	94	encrypt	921	97ed767a771f9ea3e3bf4c20e0f4b31998fd066b8cbac8fceea18492eb0691bd	-13.248075901882748	0.03667091535665392
reverse	2	forward	ZOMBIES	95	decrypt	921	22f54ce469f564ca01600c3264276660e4d47d2cb5351e6055de81903f37569e	-13.237982361924395	0.03716895623849313
reverse	2	forward	ZOMBIES	95	encrypt	921	3190d7ad2cecb784987cbcf8e13bd0c7c2f088583f821a412f76f1ba5acb1c0f	-13.242901975958576	0.03679129490629278
reverse	2	forward	ZOMBIES	96	decrypt	921	96a5e993eaf4c1545d1f1f3d4659dcef4ad5bc40470fa808de7366df525d4973	-13.23621878268771	0.0368644667894066
reverse	2	forward	ZOMBIES	96	encrypt	921	ed99b3a5771adbd96677c45bffe32169f601efc41559a8e189a524f206de4c8e	-13.24546381552894	0.03703913515554926
reverse	2	forward	ZOMBIES	97	decrypt	921	91f3671f98c2417004c1a314b765f356f20e7d788d4b96aeb02a791273019d3a	-13.248075901882748	0.03717603738847189
reverse	2	forward	ZOMBIES	97	encrypt	921	fbe7529443fe839bb65190e5cc3d064e9569779cb57bba4b9c7a262750c11dcf	-13.246642702760848	0.03693999905584667
reverse	2	forward	ZOMBIES	98	decrypt	921	05caf308d84f007bdb0886f474e84210c678e54e821dee0a75a259e66d0a991d	-13.24546381552894	0.036753528773072745
reverse	2	forward	ZOMBIES	98	encrypt	921	6e61ec2ae45a7617c26f0e7748ce97d15f961f7e348bb779ea131eee12c38623	-13.25068798823656	0.03680781758957655
reverse	2	forward	ZOMBIES	99	decrypt	921	0c447dc042ae0b3e49c586c7b0d8528dfe969c53bafb116b0146e2f7b554b1c7	-13.24475942863904	0.03762923098711231
reverse	2	forward	ZOMBIES	99	encrypt	921	eb842c2c0787ff6ee8b1a9ca58b41c3f21bd7c969648320b90197e5ac01169dc	-13.24546381552894	0.03703913515554926
reverse	2	forward	ZOMBIES	100	decrypt	921	ec54615ff973ec2e1c0e6acdc900ee4adb92db508d8ee9c315f0d797cd9e47b7	-13.236923169577608	0.03699428787235047
reverse	2	forward	ZOMBIES	100	encrypt	921	43836567a92057e1289716a9baf0482ed7d8054edff3c264a8f02de90c0ce918	-13.241855721110877	0.03716187508851437
reverse	2	forward	ZOMBIES	full	decrypt	921	21ef0626286e86d19f9c8e9fc7546f53190da827f84ab7172fe78139605e340a	-13.242851729175127	0.03680073643959779
reverse	2	forward	ZOMBIES	full	encrypt	921	38ed03a2a9608f4017b1f800551c03999fe9b42b2e24a09c908e5d7502610f7c	-13.245463815528936	0.03703913515554926
reverse	2	reverse	standard	1	decrypt	921	e1385011eb1a845c258267083a754736f4dc2ce88b982da3fed6360e0043c10a	-13.248075901882748	0.03696124250578294
reverse	2	reverse	standard	1	encrypt	921	e1385011eb1a845c258267083a754736f4dc2ce88b982da3fed6360e0043c10a	-13.248075901882748	0.03696124250578294
reverse	2	reverse	standard	2	decrypt	921	1244ef2a63edafd06a6f5a1205bc82bdfd651d1af3294637efde36496f2b8df2	-13.241180781070634	0.03683850257281782
reverse	2	reverse	standard	2	encrypt	921	3c39d441905bcaf974532354341b9ecaae14311ace96d81aeaaedf9bd34abc3c	-13.241418530053226	0.037058018222159275
reverse	2	reverse	standard	3	decrypt	921	2026108274c32bedc53566b442d8dee2e4db2414ef9b296d08e5600ad849d7f4	-13.25068798823656	0.03732474153802578
reverse	2	reverse	standard	3	encrypt	921	2026108274c32bedc53566b442d8dee2e4db2414ef9b296d08e5600ad849d7f4	-13.25068798823656	0.03732474153802578
reverse	2	reverse	standard	4	decrypt	921	6ca5fbdcc5b20574e7473525486cea2947973f99b1878f52a918b04c41d01047	-13.236923169577608	0.03741443610442336
reverse	2	reverse	standard	4	encrypt	921	84fea20c9d6a8ad526e9e45e19503a8d1b78f41c8e9bf829f6a1568c3b5d1eaf	-13.235370275570583	0.03693291790586791
reverse	2	reverse	standard	5	decrypt	921	bc1c9da25b3a683fe09668624b6b735083d1fb14b96f8e511c1dabad3a326b1c	-13.237627556467507	0.037147712788556865
reverse	2	reverse	standard	5	encrypt	921	f3fc678cd31a863ff353b6bd2a35caca981f5d7be854a15c2372e4932090c221	-13.245463815528936	0.03690695368927914
reverse	2	reverse	standard	6	decrypt	921	9c16a91a52375a26ce6bb8f519aa7daa472b3e625665b3892c8651177666fd48	-13.244055041749146	0.03667091535665392
reverse	2	reverse	standard	6	encrypt	921	a7c8ec9cddb868e880e2ef94a70e59f9276cd1435351d1b53af0c0ebdcf2e321	-13.242147342285229	0.03732474153802578
reverse	2	reverse	standard	7	decrypt	921	dc26304548558f6117c9472ee281a0641b0347e314570ace134c8322ddd7137a	-13.237627556467505	0.037027333238918
reverse	2	reverse	standard	7	encrypt	921	9e6d9388737dd6615fe3a771c767663848685d6ca2e84abe2dc7077d2ae939c4	-13.232877884101896	0.03707218052211679
reverse	2	reverse	standard	8	decrypt	921	ad9f937a1ed82e0a9703c552cd7de23ab0fd0616f326033b1e38c898a27ae1f1	-13.234311083223796	0.036406552424113676
reverse	2	reverse	standard	8	encrypt	921	7d9f95d9d914181596873b4cf04f89e77d75b80a869f0e908836f3f89ecf7261	-13.24546381552894	0.037058018222159275
reverse	2	reverse	standard	9	decrypt	921	8eebfff2d097bd3ea9256801b5b43bc17e45d12192a0a293ba7c36955b152e21	-13.244759428639043	0.03684558372279658
reverse	2	reverse	standard	9	encrypt	921	2e95900d1e308ccec68fbf92202bedf07f775ee5b001ee01b15ad16e5f71921b	-13.248075901882748	0.03732474153802578
reverse	2	reverse	standard	10	decrypt	921	48d52ec58423484dc30a0b90136501f0484749ef6a9291765f334dd0340714cd	-13.248075901882748	0.03729641693811075
reverse	2	reverse	standard	10	encrypt	921	2ff1cd3a2c672174d6a4f8082bd70f16c62ebdcb968e3e6fa3407ec0100bb194	-13.239535255931418	0.036588301940235095
reverse	2	reverse	standard	11	decrypt	921	cb3ed51ed6e2d12c6e1c12fc1c7017b69dbee625a50b5209722d76186c83d9a8	-13.24546381552894	0.03661898692347637
reverse	2	reverse	standard	11	encrypt	921	28f3821e4675d573b0eca3da4cfebb87d9a6b0cb7b411abdff5f157b7b3c2290	-13.238830869041523	0.03703441438889676
reverse	2	reverse	standard	12	decrypt	921	cc3d1478a023f9e59d8877c88f1ce8047a4ab1ec761285095bc6e311356263f1	-13.239535255931418	0.036708681489873954
reverse	2	reverse	standard	12	encrypt	921	14e3425a79b6d8f7a212534f6475bc7dc76fc166ae8222bd93d8337dc7be031a	-13.25068798823656	0.03732474153802578
reverse	2	reverse	standard	13	decrypt	921	a3e94161f995ca12d44a10972b81d60aac6622c894caf5578434ac1a20e5fe0f	-13.245463815528936	0.03673464570646273
reverse	2	reverse	standard	13	encrypt	921	b15cfde2bfb7d305f8b11429ea5664d7f6209c234c370bab3029fbca3d64f091	-13.234311083223796	0.03678893452296653
reverse	2	reverse	standard	14	decrypt	921	75c87125560da7e90227a6521e4a1183d3d63d8eb710f86aae15fed6a5ce09a7	-13.237627556467505	0.037565500637303496
reverse	2	reverse	standard	14	encrypt	921	f001cb73b018a933e8801b6377b03a07f961bd653946dc6d93ff209b66888e6b	-13.24214734228523	0.037423877637728364
reverse	2	reverse	standard	15	decrypt	921	648252a8c4fa784b8fc155443f92a2f90a6c52e44de1f29581f7415ca64eda12	-13.241442955395334	0.03738847188783458
reverse	2	reverse	standard	15	encrypt	921	b5fb85271079cc73ce54bfeea267f01457fa0a92dbe02bf62f210f09ceed84d0	-13.241018701836769	0.03732474153802578
reverse	2	reverse	standard	16	decrypt	921	babc380be4a096eefec7b90e16f06ff6bc0a6da7640204797ef2cccd78825418	-13.24071414316333	0.03692583675588915
reverse	2	reverse	standard	16	encrypt	921	12a492468612b00ec6287826d4ffc6171d29477e5093a41d9d44ab4d58659795	-13.23576156671655	0.03691639522258415
reverse	2	reverse	standard	17	decrypt	921	09d8ebbf5dc0772f4f57d4324145e3a93dbf901b9df8667f4b506ad49216a7d9	-13.240239642821315	0.03703441438889676
reverse	2	reverse	standard	17	encrypt	921	cb9f39921a41f93bafc6b92b45afe8fa407b2db3443f75b41d2e04a2d699c2c8	-13.22767813673638	0.036850304489449086
reverse	2	reverse	standard	18	decrypt	921	3f2c7118906780eb2d243015d59c3349541fb464fc3d436ef69413e8609e26af	-13.235090142239251	0.03719964122173441
reverse	2	reverse	standard	18	encrypt	921	2009de238abbff17cbd99470fad0f4bf1c18b5a0d2d4a5dc5a7a0984fbc1dc25	-13.239535255931418	0.03732474153802578
reverse	2	reverse	standard	19	decrypt	921	cf4e7fdf093e6140ae9bc01eb338c06c24e00abb79a4cd510637197b8845ec8e	-13.24214734228523	0.03689987253930038
reverse	2	reverse	standard	19	encrypt	921	cca8dec93215570eb9e0596010e95b553584bfcfc48d39110bb7c71f93546eb1	-13.232902309444004	0.03699664825567672
reverse	2	reverse	standard	20	decrypt	921	76abd5b84ed88f75bcd5464689884556a860396edf6142640aec6356271d9a0c	-13.235252221473115	0.037329462304678276
reverse	2	reverse	standard	20	encrypt	921	9eb8bb25d00da7d049a00406a08965935af6462da872e51871fa6462ee1acf44	-13.245463815528936	0.03677713260633527
reverse	2	reverse	standard	21	decrypt	921	b5a45e98bda896ce7e6ee8ce1c7251eeee7d5a035c9ad73dabe620668cc8a976	-13.2333445220092	0.037128829721946845
reverse	2	reverse	standard	21	encrypt	921	97bbbe0c5f09d344290f2036c52602dd2a8b4b202403bf7ddd1d1c77323e0c04	-13.240239642821315	0.03732474153802578
reverse	2	reverse	standard	22	decrypt	921	413ca7695f316af48bb5024e640e149de88b103ce0d9a066cbf89e041fa61269	-13.25068798823656	0.03695888212245669
reverse	2	reverse	standard	22	encrypt	921	efdb28a2fc830ea70955691a3abfa7ce1eb2424582ec0bd604eb9f4acb4ffb9a	-13.238830869041523	0.037128829721946845
reverse	2	reverse	standard	23	decrypt	921	d7ee48ec01a706f0a1fa9e8b8e867f9da49a217a8e658494683b15c3bac6c7ba	-13.237982361924395	0.03661190577349761
reverse	2	reverse	standard	23	encrypt	921	5e795e59e2f2b502f6a6d3306a5f04b5b0246e5f2d0569df5987ab8d79c16cf8	-13.23103631969305	0.037242128121606946
reverse	2	reverse	standard	24	decrypt	921	b7d9b7242ad080da518534c8eeff655988e18c2c5dadfc1b84e2b20cd55bce39	-13.233937076448681	0.03683142142283907
reverse	2	reverse	standard	24	encrypt	921	b3d5f01fd6dafe90f0f443d17f4c39575b434942a7b20ab1a434a493daee7b84	-13.242851729175127	0.03732474153802578
reverse	2	reverse	standard	25	decrypt	921	c890b0ac5ba51f232bf64e7b128684ede61c0c2fb687dbe5dc7d5d503e56e7e5	-13.232053802326876	0.03724684888825945
reverse	2	reverse	standard	25	encrypt	921	e68389c442fae9caff286f76c9b1180b898e9e845e839ff029c4e3e45fa8e6c5	-13.245463815528936	0.037067459755464285
reverse	2	reverse	standard	26	decrypt	921	3a35b0eeeb38e00844f09ca5d8336a03292d0d75e1812ef9ac0f4ca798e5a51b	-13.24363078819058	0.03705329745550678
reverse	2	reverse	standard	26	encrypt	921	6e25bd6cce8587ae65168c8f6701c171c34e93b75162c5b4bf8bbdb2d1f4b218	-13.24214734228523	0.03673228532313648
reverse	2	reverse	standard	27	decrypt	921	1dff48b695563c440012400b65caa6991939b26b52e70b0b1307a6f7af4ff8cb	-13.241723088726665	0.03657413964027758
reverse	2	reverse	standard	27	encrypt	921	3f0dd31133d34100c78d0d0146143f68cd977375475052c057fae7709b5e3832	-13.242851729175127	0.03732474153802578
reverse	2	reverse	standard	28	decrypt	921	09ace187c67ee22aaf924af1e07a465fde1a2edaf88d10bc338218a6b155c5ca	-13.245463815528936	0.03748052683755842
reverse	2	reverse	standard	28	encrypt	921	8801c49fa908819dc6c58a6788fb0d7b22608444595dc3a1916cbc43fa5cd352	-13.225083334753423	0.03706273898881178
reverse	2	reverse	standard	29	decrypt	921	3308be4c1e2cf18f685cbcfc0d4dcf128f22d4d4d9e44fcf53468a036884c5c8	-13.230612066134487	0.03715715432186187
reverse	2	reverse	standard	29	encrypt	921	58dc6eed88011881b1554b8c016b189ef65d0e8de318c855ea7b4200637f774a	-13.237669266180465	0.037192560071755656
reverse	2	reverse	standard	30	decrypt	921	eb8c41a330da3dbc780d74a2b51d60b58e678b4ecba6a292336b81ec9534dbb2	-13.245463815528936	0.0377873766699712
reverse	2	reverse	standard	30	encrypt	921	8acdb9b2818b6ba6804f7c292768aea523879de7b980bb98b334fd96181f5fe6	-13.24475942863904	0.03732474153802578
reverse	2	reverse	standard	31	decrypt	921	c03ccce3e80824266bd3aac8e7d5a7997092f32e6f4d30d7c6de83e61d8518a5	-13.236923169577608	0.036630788840107634
reverse	2	reverse	standard	31	encrypt	921	cc7f1ec99a532b902e81ca67232743e8ec3023d08499cb6d24ca5b36f6a12259	-13.242147342285229	0.03685266487277534
reverse	2	reverse	standard	32	decrypt	921	4cf3278de7ddb52c277371f750e2859efb02694d98d4fc67c2c43474c348c13f	-13.240239642821315	0.03710522588868432
reverse	2	reverse	standard	32	encrypt	921	6aeb2c0c114edccd99b1cc8d41de45cecb03ca1290aff9c4035fa3bb0b863a79	-13.240239642821315	0.03739555303781334
reverse	2	reverse	standard	33	decrypt	921	7d765e5b9f569d99a17fea10e3acc065bdff33005b9f604df6e96dc8f4283272	-13.236923169577608	0.037050937072180525
reverse	2	reverse	standard	33	encrypt	921	2fb6ff74ab7fd8cb63e84bd38aef4b023c5004b93422c78e060b120bf3da0533	-13.248075901882748	0.03732474153802578
reverse	2	reverse	standard	34	decrypt	921	3f14371765e1b29097721290dee3e18d3902684a80743e42938e05f3bf7ad497	-13.236923169577608	0.03699192748902422
reverse	2	reverse	standard	34	encrypt	921	9257fb07901033b19f1df2f3d100de5c35cf65ce8cfe3e7cc33f3ac1dbe75f27	-13.229865969531629	0.03649624699051126
reverse	2	reverse	standard	35	decrypt	921	3ad21c4962ffd49b95c66e43722706cf960f032e44f280b2ec4f31da59153f4f	-13.242851729175126	0.037050937072180525
reverse	2	reverse	standard	35	encrypt	921	2bc874c78a83a51c3cec0c82e5e4d01b69890e2f6ed4ba0e389f29661994e3e8	-13.237397669919622	0.03656469810697257
reverse	2	reverse	standard	36	decrypt	921	c1b67ed148e65a2be5bcfefd7e3f504e5e0f437a96a0c7efc45c878724181fdb	-13.245463815528936	0.03696832365576169
reverse	2	reverse	standard	36	encrypt	921	e94c48776ca554f722e9b2b5b0fdbb1508ef44f4a2377ef5ce860d98676d10a3	-13.245463815528936	0.03732474153802578
reverse	2	reverse	standard	37	decrypt	921	3cb727972f76c8f7bf3461312e4a50784c3889a903914148e69a6a738fd598eb	-13.240239642821313	0.036947080205825426
reverse	2	reverse	standard	37	encrypt	921	39e9630d9bf42a527e9c5a1bba71b2cd85a2f5c31c987f1acadcc7ebd56fdb1d	-13.240985739424174	0.03698720672237171
reverse	2	reverse	standard	38	decrypt	921	c6b34608d41ef190fc6e2b07410d3649d61ecc648ad9ae44c9bfef25ef7bba15	-13.239111002372855	0.036814898739555305
reverse	2	reverse	standard	38	encrypt	921	986a782346ebbdb1b1dd793fefea03acd6a87d8e85784a92fc654b4afb0879c0	-13.238126482151626	0.036694519189916446
reverse	2	reverse	standard	39	decrypt	921	41c3feebbc6d10576ca4d120117bb0a892294be5d3a7cf5dd44c4d8d7bec5ac9	-13.245463815528936	0.03697540480574045
reverse	2	reverse	standard	39	encrypt	921	d468b7698679818afb3271f369c563e4691dbbeccd68dbea662372d2fed2256e	-13.245463815528936	0.03732474153802578
reverse	2	reverse	standard	40	decrypt	921	61d001543be47b41d8fb0070d6acc04eb03fab026c8bcfbf107c3e22ec68d72d	-13.239535255931418	0.037154793938535616
reverse	2	reverse	standard	40	encrypt	921	d01723d52ca3b99691fe9f88536f36c380ef5b7b0443f3237329fa47dcbe9f34	-13.245463815528936	0.036947080205825426
reverse	2	reverse	standard	41	decrypt	921	60674e71a01eb8b34b2ccc8953837522d291ef309f7509da7da2cf41ce791044	-13.241442955395334	0.036630788840107634
reverse	2	reverse	standard	41	encrypt	921	7c65abebfc9018637db421c9744a4e23b7ebe8c927fedcb58d0383d7d530e2f7	-13.240476394180737	0.036902232922626635
reverse	2	reverse	standard	42	decrypt	921	53bc3d1c216c89fc8fee3e0b72e83385e06e2061bb979efa96e8c1069cc3a27b	-13.242851729175127	0.037171316621819384
reverse	2	reverse	standard	42	encrypt	921	933f1c55829001be6d8bec744b9a9cae08e4d965c8725e0393c8f5683c7b208d	-13.242851729175127	0.03732474153802578
reverse	2	reverse	standard	43	decrypt	921	1dd452a22e9875f14f73a7addf77f486f51e0a792028ffd39f2155f4fb685e2d	-13.231969554654457	0.03733890383798329
reverse	2	reverse	standard	43	encrypt	921	237db25b90985320d22f896d32e5477f39ec2318a5ceceb194bcc74136685fb4	-13.225387893426863	0.037154793938535616
reverse	2	reverse	standard	44	decrypt	921	ae3cdbd0c9f13c2963a6f8ddf7fee1c2169adaaeb3ccb30decc9bf29b7494a68	-13.24475942863904	0.037095784355379316
reverse	2	reverse	standard	44	encrypt	921	24267e2c7c93ce0a8797125d1d9263bae272692ccace97bb8dc613233001a896	-13.236923169577608	0.03777321437001369
reverse	2	reverse	standard	45	decrypt	921	567f18d819baae19f3f74e7df83971bcfcb9a662fee7b71069abd4bd8ed8e7b8	-13.240239642821313	0.03696596327243545
reverse	2	reverse	standard	45	encrypt	921	740412ad84436e3c8fa75859e354f0e6088e2bc49228ffa5909a02c684bd3cd3	-13.245463815528936	0.03732474153802578
reverse	2	reverse	standard	46	decrypt	921	5569730e919bd853353c7bb94a6b9061464ecf08b61770e8578932e103b82301	-13.238830869041523	0.03716659585516688
reverse	2	reverse	standard	46	encrypt	921	d0bf0abee9a802f90c99484414414a5c873afee11c7e09939603375c4b075da4	-13.24475942863904	0.037364868054572065
reverse	2	reverse	standard	47	decrypt	921	49cc2b712e1e023f25830f1105c05ece485fa397d8ba5a0cd89662bd0cd51655	-13.25068798823656	0.037242128121606946
reverse	2	reverse	standard	47	encrypt	921	b47affd76b43cb0b221ef53f78e04fbeadb675d7666277e5fc91f906bb7d0960	-13.235057179826653	0.036963602889109194
reverse	2	reverse	standard	48	decrypt	921	878048de8a5ee5148166c7d5d27a21f8e7186fba90454bc56a8080ae7ee0d59a	-13.237503900153378	0.03690931407260539
reverse	2	reverse	standard	48	encrypt	921	7766f87058a4f430d7a359b47d82133652a2acc3bee42e3345272a5960839031	-13.245463815528936	0.03732474153802578
reverse	2	reverse	standard	49	decrypt	921	4a70d7a36bc11033bf1474820e8d4ba564e596bd74c59ae1ec4a0a86f0414221	-13.237677803250952	0.03673464570646273
reverse	2	reverse	standard	49	encrypt	921	583d4b32ca66dc7ed06113a10c821054588ec1247985a8a4adc8502e77e594f6	-13.228382523626278	0.037032054005570504
reverse	2	reverse	standard	50	decrypt	921	56d4a67bcbdb454b6b3e515237231f2c142f8d1f6062bcbf31b2af1d3a466bfc	-13.24214734228523	0.03694944058915168
